,income,food,member,Engel_co,level
542,172405,93381,4,0.5416374235085989,Adequate food and clothing
543,72820,66933,3,0.9191568250480637,Poor
544,109883,69962,5,0.6366953941920043,Poor
545,51210,35140,4,0.6861941027143136,Poor
546,119960,60407,6,0.5035595198399466,Adequate food and clothing
547,149700,55732,1,0.3722912491649967,Relatively prosperous
548,544170,139663,4,0.2566532517411838,Prosperous
549,281201,89024,6,0.3165849339084854,Relatively prosperous
550,1796730,195380,5,0.10874199239729954,Wealthy
551,135124,85964,5,0.6361860217281904,Poor
552,205266,77650,3,0.37828963393840187,Relatively prosperous
553,186550,72838,1,0.3904476011793085,Relatively prosperous
554,92556,56957,7,0.6153787977008514,Poor
555,171251,63036,6,0.3680912812187958,Relatively prosperous
556,57769,35023,4,0.6062594124876663,Poor
557,150384,69105,4,0.45952361953399296,Fairly well-off
558,848240,197701,7,0.23307200792228613,Prosperous
559,71852,42375,3,0.5897539386516729,Adequate food and clothing
560,568492,116229,2,0.2044514258775849,Prosperous
561,101922,56726,5,0.5565628617962756,Adequate food and clothing
562,97470,46308,2,0.47510003077870117,Fairly well-off
563,169410,108508,10,0.6405052830411427,Poor
564,346780,70144,2,0.20227233404463926,Prosperous
565,537600,136581,5,0.25405691964285715,Prosperous
566,96151,46037,2,0.4787989724495845,Fairly well-off
567,101700,57814,3,0.5684759095378564,Adequate food and clothing
568,378401,114242,4,0.30190723597453495,Relatively prosperous
569,229075,104343,4,0.4554971079340827,Fairly well-off
570,102715,67417,3,0.6563500949228448,Poor
571,164841,91508,6,0.5551288817709187,Adequate food and clothing
572,85745,52282,2,0.6097381771531868,Poor
573,309092,105843,5,0.34243202671049394,Relatively prosperous
574,176883,66319,4,0.3749314518636613,Relatively prosperous
575,161185,37643,2,0.23353910103297454,Prosperous
576,40226,25060,1,0.6229801620842241,Poor
577,690190,168827,7,0.24460945536736262,Prosperous
578,90844,36600,4,0.4028884681431905,Fairly well-off
579,371698,40917,3,0.11008130256283327,Wealthy
580,119461,71180,4,0.5958429947849089,Adequate food and clothing
581,79040,55512,4,0.7023279352226721,Poor
582,207993,73980,5,0.35568504709293103,Relatively prosperous
584,133779,67180,7,0.5021714917886962,Adequate food and clothing
585,214563,167756,8,0.7818496199251502,Poor
586,89888,57291,1,0.6373598255606978,Poor
587,84693,45197,1,0.5336568547577721,Adequate food and clothing
588,162774,46231,1,0.2840195608635286,Prosperous
589,167506,90167,9,0.5382911656895872,Adequate food and clothing
590,67502,55773,2,0.8262421854167284,Poor
591,118228,136027,4,1.1505480935142267,Poor
592,85420,59564,3,0.6973074221493796,Poor
593,145195,86169,7,0.5934708495471607,Adequate food and clothing
594,583168,193319,4,0.33149795599209836,Relatively prosperous
596,390226,153235,4,0.39268270181894593,Relatively prosperous
597,99078,60755,4,0.6132037384686813,Poor
598,131780,58876,5,0.4467749279101533,Fairly well-off
599,276776,93197,5,0.3367235598462294,Relatively prosperous
600,175800,108246,6,0.6157337883959044,Poor
601,108313,61881,6,0.5713164624744952,Adequate food and clothing
602,195240,78704,8,0.4031141159598443,Fairly well-off
603,123955,58446,3,0.4715098221128635,Fairly well-off
604,118920,77160,4,0.6488395560040363,Poor
605,203275,90621,4,0.4458049440413233,Fairly well-off
606,177839,82897,4,0.4661350997250322,Fairly well-off
607,52479,28692,5,0.546732978905848,Adequate food and clothing
608,125948,40914,4,0.32484835011274493,Relatively prosperous
609,400862,77248,3,0.19270472132554345,Wealthy
610,113693,59000,4,0.5189413596263622,Adequate food and clothing
611,80541,52280,4,0.6491103909809911,Poor
612,78238,38920,4,0.49745647894884837,Fairly well-off
613,196975,74828,3,0.37988577230613024,Relatively prosperous
614,176410,66256,3,0.37557961566804604,Relatively prosperous
615,654500,96940,3,0.14811306340718106,Wealthy
616,445855,187803,7,0.4212199033318007,Fairly well-off
617,152360,50965,2,0.33450380677343133,Relatively prosperous
618,567050,109231,4,0.19263027951679745,Wealthy
619,320311,131384,5,0.4101763598502705,Fairly well-off
620,598948,162253,5,0.2708966387733159,Prosperous
621,236626,128756,8,0.5441329355184975,Adequate food and clothing
622,129798,64044,4,0.49341284149216474,Fairly well-off
623,110290,52707,3,0.4778946413999456,Fairly well-off
624,155173,44945,2,0.28964446134314603,Prosperous
625,191806,118200,10,0.6162476669134438,Poor
626,106268,58279,7,0.5484153272857304,Adequate food and clothing
627,27795,18052,1,0.6494693290160101,Poor
628,177473,85381,4,0.4810928986381027,Fairly well-off
629,153353,98039,7,0.6393027850775661,Poor
630,107023,61498,8,0.574624146211562,Adequate food and clothing
631,63064,49563,6,0.7859158949638463,Poor
632,54640,33433,4,0.6118777452415812,Poor
633,48905,36379,6,0.7438707698599325,Poor
634,113531,94137,7,0.829174410513428,Poor
635,122720,73271,5,0.5970583441981747,Adequate food and clothing
636,50065,41558,3,0.8300808948367123,Poor
637,46709,39134,3,0.8378256866984949,Poor
638,14691,7676,1,0.5224967667279287,Adequate food and clothing
639,108395,80781,7,0.7452465519627289,Poor
640,111439,51292,3,0.4602697439854988,Fairly well-off
641,58798,39443,7,0.6708221368073743,Poor
642,83747,55204,6,0.6591758510752624,Poor
643,77740,30666,3,0.39446874196038073,Relatively prosperous
644,54381,41001,5,0.7539581839245325,Poor
645,167412,65407,3,0.39069481279717105,Relatively prosperous
646,68465,48777,5,0.7124370116117724,Poor
647,72861,52457,6,0.7199599236903145,Poor
648,52245,29211,3,0.5591157048521389,Adequate food and clothing
649,23855,19108,1,0.8010060783902746,Poor
650,101256,64297,5,0.634994469463538,Poor
651,30294,19072,1,0.6295636099557668,Poor
652,20688,16977,1,0.8206206496519721,Poor
653,37078,24551,1,0.6621446679971951,Poor
654,204550,41334,2,0.20207284282571497,Prosperous
655,121627,70696,7,0.5812525179442065,Adequate food and clothing
656,96612,38770,2,0.4012959052705668,Fairly well-off
657,146828,72808,6,0.49587272182417524,Fairly well-off
658,85551,53949,5,0.6306063050110461,Poor
659,119894,86179,7,0.7187932673861911,Poor
660,407053,98336,5,0.24158033474756357,Prosperous
661,62435,34966,4,0.5600384399775766,Adequate food and clothing
662,185577,103936,7,0.5600694051525782,Adequate food and clothing
663,59604,44098,7,0.7398496745184887,Poor
664,120596,60621,5,0.5026783641248466,Adequate food and clothing
665,83193,64946,6,0.7806666426261825,Poor
666,77651,45714,3,0.5887110275463291,Adequate food and clothing
667,72210,45353,5,0.6280709043068827,Poor
668,66352,51906,8,0.7822823727996142,Poor
669,59672,40092,2,0.6718729052151763,Poor
670,68125,45273,4,0.6645577981651376,Poor
671,140611,54578,3,0.3881488645980755,Relatively prosperous
672,98965,59932,5,0.6055878340827565,Poor
673,73224,49576,4,0.6770457773407625,Poor
674,101802,53684,3,0.5273373804051001,Adequate food and clothing
675,57553,44832,4,0.7789689503587998,Poor
676,136527,73772,10,0.5403473305646502,Adequate food and clothing
677,199545,115215,8,0.5773885589716605,Adequate food and clothing
679,81712,54452,4,0.6663892696299197,Poor
680,124676,66389,5,0.5324922198338092,Adequate food and clothing
681,39732,20852,2,0.5248162690023155,Adequate food and clothing
682,71375,51481,4,0.7212749562171629,Poor
683,44202,37446,3,0.8471562372743314,Poor
684,82184,42962,5,0.5227538206950259,Adequate food and clothing
685,73674,50628,8,0.6871895105464615,Poor
686,140115,62906,3,0.4489597830353638,Fairly well-off
687,137855,65779,5,0.47716078488266656,Fairly well-off
688,139238,56028,4,0.40239015211364715,Fairly well-off
689,128552,62398,5,0.4853911257701164,Fairly well-off
690,420920,90911,2,0.21598165922265514,Prosperous
691,150360,60568,4,0.4028198989092844,Fairly well-off
692,632120,115485,4,0.18269474150477757,Wealthy
693,201280,61514,2,0.3056140699523052,Relatively prosperous
694,197287,86220,6,0.4370282887367135,Fairly well-off
695,387164,137360,3,0.3547850523292455,Relatively prosperous
696,103880,57139,5,0.5500481324605314,Adequate food and clothing
697,165906,66714,4,0.4021192723590467,Fairly well-off
698,295600,86660,4,0.2931664411366712,Prosperous
699,66252,16764,1,0.25303387067560223,Prosperous
700,93020,37701,4,0.4052999354977424,Fairly well-off
701,121390,59661,3,0.49148200016475824,Fairly well-off
702,642630,269303,7,0.41906384700371907,Fairly well-off
703,154990,68961,4,0.4449383831214917,Fairly well-off
704,112128,53818,2,0.4799693207762557,Fairly well-off
705,228063,132660,6,0.581681377514108,Adequate food and clothing
706,177157,77110,4,0.4352636362096897,Fairly well-off
707,136980,111914,7,0.8170097824499927,Poor
708,267630,123334,7,0.4608377237230505,Fairly well-off
709,150096,48435,2,0.32269347617524785,Relatively prosperous
710,179509,115607,6,0.6440178486872524,Poor
711,625096,177424,6,0.28383480297426317,Prosperous
712,119103,61420,3,0.5156881018949985,Adequate food and clothing
713,127471,76670,4,0.6014701383059676,Poor
714,102080,61598,1,0.60342868338558,Poor
715,381970,84813,3,0.22204099798413487,Prosperous
716,84976,62281,2,0.732924590472604,Poor
717,410000,143332,9,0.34959024390243904,Relatively prosperous
718,19581,14188,2,0.7245799499514836,Poor
719,161279,70194,6,0.4352333533814074,Fairly well-off
720,122469,61053,5,0.4985179923082576,Fairly well-off
721,113292,56503,5,0.49873777495321825,Fairly well-off
722,76052,45755,3,0.6016278335875453,Poor
723,61470,39822,3,0.6478282088823817,Poor
724,1280422,123790,6,0.09667906362121238,Wealthy
725,49700,29275,1,0.5890342052313883,Adequate food and clothing
726,111338,61638,5,0.553611525265408,Adequate food and clothing
727,103064,68956,6,0.6690600015524334,Poor
728,134358,66762,9,0.4968963515384272,Fairly well-off
729,37902,25690,2,0.6778006437655005,Poor
730,44184,34952,4,0.7910555857323918,Poor
731,48255,30774,3,0.6377370220702517,Poor
732,64455,47534,8,0.7374757582809712,Poor
733,51074,41795,4,0.8183224341152054,Poor
734,40649,29480,4,0.72523309306502,Poor
735,96956,65412,8,0.6746565452370147,Poor
736,76460,54181,8,0.708618885691865,Poor
737,42806,28900,1,0.6751389992057188,Poor
738,148742,66790,6,0.4490325530112544,Fairly well-off
739,146786,49207,3,0.3352295178014252,Relatively prosperous
740,183827,80835,7,0.43973409782023315,Fairly well-off
741,580160,144611,7,0.24926054881412024,Prosperous
742,270835,78280,5,0.28903206749496924,Prosperous
743,149640,101626,4,0.679136594493451,Poor
744,255060,108830,5,0.4266839175096056,Fairly well-off
745,143552,94463,7,0.6580402920196166,Poor
746,269001,165207,4,0.6141501332708801,Poor
747,447170,43149,1,0.09649350358923899,Wealthy
748,117837,56980,5,0.48354930963958687,Fairly well-off
749,121962,52567,3,0.43101129860120363,Fairly well-off
750,542660,138516,7,0.25525375004606937,Prosperous
751,285520,97832,4,0.34264499859904735,Relatively prosperous
752,58329,27433,2,0.4703149376810849,Fairly well-off
753,242172,135028,5,0.5575706522636804,Adequate food and clothing
754,455683,133573,2,0.29312702031894977,Prosperous
755,55080,40257,2,0.7308823529411764,Poor
756,119115,64447,8,0.5410485665113546,Adequate food and clothing
757,80704,45648,5,0.5656225218080888,Adequate food and clothing
758,128718,87250,5,0.677838375363197,Poor
759,169182,111407,8,0.658503859748673,Poor
761,164939,62576,4,0.3793887437173743,Relatively prosperous
762,125877,61471,3,0.48834179397348204,Fairly well-off
763,35384,13394,1,0.37853267013339364,Relatively prosperous
766,140501,53480,6,0.38063786022875284,Relatively prosperous
767,457006,132644,3,0.29024564228916033,Prosperous
768,303063,74519,8,0.2458861688823776,Prosperous
769,114198,55932,2,0.4897809068460043,Fairly well-off
770,188066,82725,3,0.4398721725351738,Fairly well-off
771,132104,55992,4,0.4238478774299037,Fairly well-off
772,95469,63506,8,0.6652002220616117,Poor
773,174591,51335,4,0.29403004736784827,Prosperous
774,72510,42893,5,0.5915459936560474,Adequate food and clothing
775,128763,54694,5,0.4247648781093948,Fairly well-off
776,193723,58865,5,0.30386169943682473,Relatively prosperous
777,95261,65976,6,0.6925814341650833,Poor
778,78840,59506,8,0.7547691527143582,Poor
779,269913,118253,6,0.43811524454175976,Fairly well-off
780,44415,23822,2,0.5363503320950129,Adequate food and clothing
781,159040,49284,2,0.3098843058350101,Relatively prosperous
782,132632,71216,6,0.5369443271608662,Adequate food and clothing
783,149776,87336,8,0.5831107787629527,Adequate food and clothing
784,177908,85454,6,0.4803269105380309,Fairly well-off
785,140474,73957,9,0.5264817688682604,Adequate food and clothing
786,194956,115961,7,0.5948060075093867,Adequate food and clothing
787,142113,63837,4,0.44919887695003274,Fairly well-off
788,30292,17311,2,0.5714710154496236,Adequate food and clothing
789,433096,133517,5,0.3082849991687755,Relatively prosperous
790,23209,10373,1,0.4469386875780947,Fairly well-off
791,257832,85551,4,0.331809084985572,Relatively prosperous
792,321310,162706,6,0.5063832435965268,Adequate food and clothing
793,69835,43559,3,0.6237416768096227,Poor
794,71533,48086,4,0.6722212125871975,Poor
795,128523,44456,2,0.3458991775791104,Relatively prosperous
796,32145,19830,2,0.6168922071861875,Poor
797,76779,60887,5,0.7930163195665482,Poor
798,112140,73067,6,0.6515694667380061,Poor
799,78132,74931,9,0.9590308708339733,Poor
800,119880,82724,5,0.6900567233900567,Poor
801,234880,97444,3,0.41486716621253406,Fairly well-off
802,71260,24057,2,0.33759472354757225,Relatively prosperous
803,700542,209661,4,0.2992839829731836,Prosperous
804,122779,74226,4,0.6045496379674048,Poor
805,206545,82825,10,0.4010022029097775,Fairly well-off
806,2572904,83588,1,0.032487803664652856,Wealthy
807,183299,83002,7,0.45282298321321995,Fairly well-off
808,709057,179846,4,0.2536411036066212,Prosperous
809,157518,40025,2,0.2540979443619142,Prosperous
810,97670,48229,8,0.4937954336029487,Fairly well-off
811,348130,82573,4,0.23719013012380433,Prosperous
812,111856,73034,5,0.6529287655557144,Poor
813,115752,51250,2,0.4427569286059852,Fairly well-off
814,115635,52865,3,0.45717127167380117,Fairly well-off
815,70276,41110,3,0.5849792247709032,Adequate food and clothing
816,84044,39926,3,0.47506068249964306,Fairly well-off
817,117453,80390,6,0.6844439903621022,Poor
818,296776,105863,3,0.3567101113297571,Relatively prosperous
819,102895,45468,3,0.4418873609018903,Fairly well-off
820,145026,73481,4,0.5066746652324411,Adequate food and clothing
821,164417,61112,4,0.3716890589172652,Relatively prosperous
822,32456,17655,1,0.5439672171555336,Adequate food and clothing
823,142039,72997,5,0.5139222326262506,Adequate food and clothing
824,177079,66248,4,0.3741155077677195,Relatively prosperous
825,27032,23754,1,0.8787363125184966,Poor
826,66723,41124,7,0.6163391933815926,Poor
827,212613,72044,8,0.3388503995522381,Relatively prosperous
828,143433,83059,6,0.5790787336247586,Adequate food and clothing
829,178755,74292,5,0.41560795502223713,Fairly well-off
830,170549,106008,7,0.6215691678051469,Poor
832,305760,123802,5,0.4048992673992674,Fairly well-off
833,144754,76525,3,0.5286555121102008,Adequate food and clothing
835,551113,135009,3,0.24497516843188238,Prosperous
836,470266,60139,1,0.1278829428451132,Wealthy
837,118926,73028,4,0.6140625262768444,Poor
838,170326,95119,6,0.5584526143982715,Adequate food and clothing
839,127481,91486,4,0.7176441979589115,Poor
840,126558,86976,4,0.6872422130564643,Poor
841,89364,40736,4,0.45584351640481624,Fairly well-off
842,92381,33886,1,0.366807027419058,Relatively prosperous
843,50194,35240,4,0.7020759453321114,Poor
844,137490,76621,5,0.5572841661211725,Adequate food and clothing
845,60212,48671,3,0.8083272437387896,Poor
846,35790,23581,1,0.6588711930706901,Poor
847,23973,16966,1,0.7077128436157344,Poor
848,619553,103794,9,0.16753046147787196,Wealthy
849,81129,47742,6,0.5884702141034649,Adequate food and clothing
850,259540,86780,8,0.33436079217076364,Relatively prosperous
851,77132,56974,4,0.7386558108178188,Poor
852,76256,44533,6,0.5839933906840118,Adequate food and clothing
853,138866,57477,4,0.41390261115031757,Fairly well-off
854,110203,57782,9,0.5243232942841847,Adequate food and clothing
855,32587,25736,2,0.7897627888421763,Poor
856,40922,15352,1,0.37515272958310936,Relatively prosperous
857,101605,47432,4,0.46682741991043747,Fairly well-off
858,96801,37328,3,0.3856158510759186,Relatively prosperous
859,156331,55200,6,0.3530969545387671,Relatively prosperous
860,172023,83120,8,0.48319120117658687,Fairly well-off
862,89809,70695,10,0.7871705508356623,Poor
863,212164,106305,6,0.5010510736977055,Adequate food and clothing
864,117807,67017,6,0.5688711197127505,Adequate food and clothing
865,216999,52045,3,0.2398398149300227,Prosperous
866,139936,66865,5,0.47782557740681453,Fairly well-off
867,81006,48742,4,0.6017085154186109,Poor
868,48397,26811,2,0.5539806186333863,Adequate food and clothing
869,88740,52465,3,0.5912215460897002,Adequate food and clothing
870,75012,71988,4,0.9596864501679732,Poor
871,47686,24556,2,0.5149519775196074,Adequate food and clothing
872,235347,98748,3,0.4195846983390483,Fairly well-off
873,146450,79893,6,0.545530897917378,Adequate food and clothing
874,277002,117663,9,0.4247731063313622,Fairly well-off
875,634643,161428,2,0.2543603254112942,Prosperous
876,781605,117271,4,0.15003870241362324,Wealthy
877,142184,102550,9,0.7212485230405672,Poor
878,53537,33815,2,0.6316192539738872,Poor
879,87082,40438,4,0.46436691853655176,Fairly well-off
880,222985,64570,8,0.2895710473798686,Prosperous
881,91722,46016,5,0.5016898890124507,Adequate food and clothing
882,124504,66694,9,0.5356775685921737,Adequate food and clothing
883,373733,102419,8,0.2740432340735231,Prosperous
884,126550,56437,5,0.44596602133544055,Fairly well-off
885,130352,58208,4,0.4465447403952375,Fairly well-off
886,508366,86107,2,0.1693799349287718,Wealthy
887,69189,32359,2,0.467689950714709,Fairly well-off
889,92564,62950,8,0.6800700056177348,Poor
890,83936,65971,9,0.7859678802897445,Poor
891,60609,31912,4,0.5265224636605125,Adequate food and clothing
892,49855,38270,4,0.7676261157356333,Poor
893,112662,60473,5,0.5367648364133426,Adequate food and clothing
894,153619,98616,8,0.6419518418945573,Poor
895,63195,45745,2,0.7238705593796978,Poor
896,98855,53929,6,0.5455363916847908,Adequate food and clothing
897,133500,88783,9,0.6650411985018727,Poor
898,89682,44437,4,0.49549519413037174,Fairly well-off
899,203542,75620,6,0.3715203741733893,Relatively prosperous
901,124648,87261,8,0.7000593671779731,Poor
902,77141,50606,5,0.6560194967656628,Poor
903,76683,62656,7,0.8170781007524484,Poor
904,120766,54341,4,0.4499693622377159,Fairly well-off
905,55488,48580,8,0.87550461361015,Poor
906,403672,81486,6,0.2018619076874294,Prosperous
907,92919,80437,8,0.8656679473519947,Poor
908,113587,52708,2,0.4640319754901529,Fairly well-off
909,350394,57598,4,0.1643806686187549,Wealthy
910,124236,102149,6,0.8222173927042081,Poor
911,103409,75780,6,0.732818226653386,Poor
912,60429,23888,2,0.3953068890764368,Relatively prosperous
913,58073,34523,2,0.5944759182408348,Adequate food and clothing
914,165293,65796,4,0.3980567840138421,Relatively prosperous
915,88795,53559,4,0.6031758544963117,Poor
916,56785,37375,5,0.6581843796777318,Poor
917,120109,62886,5,0.5235744199019224,Adequate food and clothing
918,250708,74474,7,0.2970547409735629,Prosperous
919,64268,40350,6,0.6278396713761125,Poor
920,70109,42741,5,0.6096364232837439,Poor
921,117308,67716,6,0.5772496334435844,Adequate food and clothing
922,132435,109070,7,0.8235738286706686,Poor
923,39430,42610,6,1.0806492518387014,Poor
924,56847,47019,9,0.8271148873291466,Poor
925,138640,88158,3,0.6358770917484131,Poor
926,86347,66983,4,0.7757420639975912,Poor
927,73210,50602,6,0.6911897281792105,Poor
928,63205,46792,7,0.7403211771220631,Poor
929,67172,40723,3,0.6062496278211159,Poor
931,73333,70930,4,0.9672316692348601,Poor
932,77379,65708,4,0.849170963698161,Poor
933,345612,167847,7,0.4856515398770876,Fairly well-off
934,87704,54545,6,0.6219214631031652,Poor
935,44135,33773,3,0.7652203466636456,Poor
936,60399,57808,6,0.9571019387738208,Poor
937,173128,69042,4,0.3987916454877316,Relatively prosperous
938,92171,60185,6,0.6529711080491695,Poor
939,87817,56297,4,0.6410717742578316,Poor
940,82639,54844,5,0.6636575950822251,Poor
941,656099,173734,6,0.26479845267253876,Prosperous
942,126269,43629,3,0.34552423793646897,Relatively prosperous
943,111535,70625,6,0.6332093064957188,Poor
944,191681,80013,7,0.4174279140864248,Fairly well-off
945,388172,77945,3,0.20080016075348042,Prosperous
946,80955,50095,2,0.6188005682169107,Poor
947,125482,66965,6,0.5336621985623436,Adequate food and clothing
948,1114504,168004,3,0.1507432902887742,Wealthy
949,425927,99762,6,0.23422323543705847,Prosperous
950,92555,58062,6,0.6273242936632273,Poor
951,1026150,113322,3,0.11043414705452419,Wealthy
952,409990,92862,5,0.22649820727334813,Prosperous
953,402466,91220,4,0.22665268618964085,Prosperous
954,518318,105817,4,0.2041545923545005,Prosperous
955,73245,39626,2,0.5410062120281248,Adequate food and clothing
956,239675,63962,4,0.26686971941170334,Prosperous
957,294250,90945,5,0.30907391673746815,Relatively prosperous
958,217102,75759,6,0.3489557903658188,Relatively prosperous
959,87229,53748,8,0.616171227458758,Poor
960,138895,59523,6,0.4285467439432665,Fairly well-off
961,110604,54245,6,0.490443383602763,Fairly well-off
962,56557,36162,2,0.6393903495588521,Poor
963,164218,64608,4,0.39342824781692626,Relatively prosperous
964,99178,38428,3,0.38746496198753755,Relatively prosperous
965,149967,48654,4,0.32443137490247853,Relatively prosperous
966,42691,25092,4,0.5877585439554004,Adequate food and clothing
967,111945,56147,7,0.5015588011970163,Adequate food and clothing
968,83216,55119,4,0.6623606037300519,Poor
969,148414,86123,7,0.5802889215303139,Adequate food and clothing
970,116292,57264,4,0.49241564338045607,Fairly well-off
971,94735,60675,6,0.6404707869319681,Poor
972,381169,128698,6,0.33764025930755126,Relatively prosperous
973,222868,75715,7,0.33973024391119405,Relatively prosperous
974,98302,32322,2,0.32880307623446114,Relatively prosperous
975,143419,53155,6,0.3706273227396649,Relatively prosperous
976,88286,43682,3,0.4947783340506989,Fairly well-off
977,109223,73600,8,0.6738507457220548,Poor
978,206700,63009,3,0.30483309143686504,Relatively prosperous
979,56481,42268,4,0.7483578548538447,Poor
980,138570,56645,4,0.40878256476870894,Fairly well-off
981,184244,96758,5,0.5251622847962485,Adequate food and clothing
982,110090,76444,5,0.694377327641021,Poor
983,840250,104296,3,0.12412496280868789,Wealthy
984,119264,60781,6,0.5096340890796888,Adequate food and clothing
985,110475,79119,6,0.7161710794297352,Poor
986,198952,162782,7,0.818197354135671,Poor
987,60909,30564,2,0.5017977638772595,Adequate food and clothing
988,42895,37971,3,0.8852080662081828,Poor
989,57045,37312,2,0.654080112192129,Poor
991,114340,41744,3,0.36508658387266046,Relatively prosperous
992,94514,57300,8,0.6062593901432592,Poor
993,81167,30400,5,0.3745364495423017,Relatively prosperous
994,131870,75067,10,0.5692500189580647,Adequate food and clothing
995,120629,55293,4,0.45837236485422245,Fairly well-off
996,124565,53066,9,0.4260105165977602,Fairly well-off
997,611276,98442,3,0.16104345663824524,Wealthy
998,574750,128744,3,0.224,Prosperous
